unix,date,symbol,Open,High,Low,Close,Volume USD,Volume ETH
1637901600,2021-11-26 04:40:00,ETH/USD,4409.37,4411.36,4409.37,4411.36,6.24141155,27533.113255208
1637901540,2021-11-26 04:39:00,ETH/USD,4407.66,4408.42,4407.61,4408.42,13.21061463,58237.9377471846
1637901480,2021-11-26 04:38:00,ETH/USD,4411.69,4411.69,4408.09,4409.41,2.20165754,9708.0107734514
1637901420,2021-11-26 04:37:00,ETH/USD,4414.06,4414.06,4407,4407,38.4701056,169537.7553792
1637901360,2021-11-26 04:36:00,ETH/USD,4421.51,4421.51,4421.51,4421.51,0.0134,59.248234
1637901300,2021-11-26 04:35:00,ETH/USD,4423.93,4423.93,4420.3,4420.3,2.58844277,11441.693576231
1637901240,2021-11-26 04:34:00,ETH/USD,4426.15,4428.22,4426.09,4428.22,0.98549002,4363.9666163644
1637901180,2021-11-26 04:33:00,ETH/USD,4430.76,4430.76,4430.76,4430.76,0.168,744.36768
1637901120,2021-11-26 04:32:00,ETH/USD,4434.01,4434.24,4432.25,4432.25,1.0391,4605.550975
1637901060,2021-11-26 04:31:00,ETH/USD,4437.14,4438.45,4437.14,4438.45,0.0759,336.878355
1637901000,2021-11-26 04:30:00,ETH/USD,4437.2,4438.15,4437.2,4438.15,30.45544026,135165.812189919
1637900940,2021-11-26 04:29:00,ETH/USD,4435.62,4435.62,4435.62,4435.62,0,0
1637900880,2021-11-26 04:28:00,ETH/USD,4435.62,4435.62,4435.62,4435.62,0,0
1637900820,2021-11-26 04:27:00,ETH/USD,4435.77,4438.5,4435.62,4435.62,13.58892577,60275.3109239274
1637900760,2021-11-26 04:26:00,ETH/USD,4438.67,4438.67,4437.44,4437.44,14.75443607,65471.9247944608
1637900700,2021-11-26 04:25:00,ETH/USD,4441.36,4441.36,4438.15,4438.15,0.13514579,599.7972878885
1637900640,2021-11-26 04:24:00,ETH/USD,4440.04,4440.04,4438.15,4438.15,0.13608917,603.9841498355
1637900580,2021-11-26 04:23:00,ETH/USD,4445.85,4445.85,4439.33,4440.35,2.46563892,10948.299778422
1637900520,2021-11-26 04:22:00,ETH/USD,4446.44,4447.55,4446.44,4447.55,0.51362138,2284.356768619
1637900460,2021-11-26 04:21:00,ETH/USD,4449.32,4449.32,4449.32,4449.32,0.07125182,317.0221477624
1637900400,2021-11-26 04:20:00,ETH/USD,4448.1,4450.21,4448.1,4450.21,0.83976626,3737.1362079146
1637900340,2021-11-26 04:19:00,ETH/USD,4443.53,4448.42,4443.53,4446.02,4.27738345,19017.332366369
1637900280,2021-11-26 04:18:00,ETH/USD,4439.7,4440.93,4439.7,4440.93,0.02840447,126.1422629571
1637900220,2021-11-26 04:17:00,ETH/USD,4437.22,4437.22,4434.82,4435.17,2.219,9841.64223
1637900160,2021-11-26 04:16:00,ETH/USD,4437.22,4437.22,4437.22,4437.22,0,0
1637900100,2021-11-26 04:15:00,ETH/USD,4437.22,4437.22,4437.22,4437.22,0.13913967,617.3933265174
1637900040,2021-11-26 04:14:00,ETH/USD,4437.18,4437.18,4437.18,4437.18,0.1,443.718
1637899980,2021-11-26 04:13:00,ETH/USD,4431.88,4434.64,4431.88,4434.64,2.89085775,12819.91341246
